paper,word,n,total,tf,idf,tf_idf
https://journals.asm.org/doi/10.1128/aac.00018-22,abscessus,37,548,0.06751824817518248,2.70805020110221,0.18284280554887186
https://journals.asm.org/doi/10.1128/aac.00018-22,gamf,22,548,0.040145985401459854,3.4011973816621555,0.13654442043169238
https://journals.asm.org/doi/10.1128/aac.00018-22,synthase,13,548,0.023722627737226276,2.302585092994046,0.054623368994384296
https://journals.asm.org/doi/10.1128/aac.00018-22,mycobacterial,8,548,0.014598540145985401,2.302585092994046,0.03361438091962111
https://journals.asm.org/doi/10.1128/aac.00018-22,amikacin,4,548,0.0072992700729927005,3.4011973816621555,0.024826258260307703
https://journals.asm.org/doi/10.1128/aac.00018-22,rifabutin,4,548,0.0072992700729927005,3.4011973816621555,0.024826258260307703
https://journals.asm.org/doi/10.1128/aac.00018-22,drug,10,548,0.01824817518248175,1.2039728043259361,0.021970306648283505
https://journals.asm.org/doi/10.1128/aac.00018-22,targets,5,548,0.009124087591240875,2.302585092994046,0.02100898807476319
https://journals.asm.org/doi/10.1128/aac.00018-22,camh,3,548,0.005474452554744526,3.4011973816621555,0.01861969369523078
https://journals.asm.org/doi/10.1128/aac.00018-22,extra,3,548,0.005474452554744526,3.4011973816621555,0.01861969369523078
https://journals.asm.org/doi/10.1128/aac.00018-22,pumps,3,548,0.005474452554744526,3.4011973816621555,0.01861969369523078
https://journals.asm.org/doi/10.1128/aac.00018-22,subunit,5,548,0.009124087591240875,2.0149030205422647,0.018384151647283437
https://journals.asm.org/doi/10.1128/aac.00018-22,inhibition,7,548,0.012773722627737226,1.2039728043259361,0.015379214653798453
https://journals.asm.org/doi/10.1128/aac.00018-22,oxidative,3,548,0.005474452554744526,2.70805020110221,0.014825092341800421
https://journals.asm.org/doi/10.1128/aac.00018-22,subsp,3,548,0.005474452554744526,2.70805020110221,0.014825092341800421
https://journals.asm.org/doi/10.1128/aac.00018-22,bactericidal,5,548,0.009124087591240875,1.6094379124341003,0.014684652485712593
https://journals.asm.org/doi/10.1128/aac.00018-22,compound,6,548,0.010948905109489052,1.3217558399823195,0.014471779269879411
https://journals.asm.org/doi/10.1128/aac.00018-22,targeting,4,548,0.0072992700729927005,1.791759469228055,0.013078536271737627
https://journals.asm.org/doi/10.1128/aac.00018-22,phosphorylation,3,548,0.005474452554744526,2.302585092994046,0.012605392844857916
https://journals.asm.org/doi/10.1128/aac.00018-22,proton,3,548,0.005474452554744526,2.302585092994046,0.012605392844857916
https://journals.asm.org/doi/10.1128/aac.00018-22,antituberculosis,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,clofazimine,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,combinatory,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,expands,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,imvs,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,motive,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,nadh,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,repurposed,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,repurposing,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,sector,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,singapore,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,stalk,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,tbaj,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,writingâ,2,548,0.0036496350364963502,3.4011973816621555,0.012413129130153851
https://journals.asm.org/doi/10.1128/aac.00018-22,pathogen,4,548,0.0072992700729927005,1.6094379124341003,0.011747721988570074
https://journals.asm.org/doi/10.1128/aac.00018-22,anti,7,548,0.012773722627737226,0.9162907318741551,0.011704443655326798
https://journals.asm.org/doi/10.1128/aac.00018-22,inhibitors,3,548,0.005474452554744526,2.0149030205422647,0.011030490988370063
https://journals.asm.org/doi/10.1128/aac.00018-22,subunits,3,548,0.005474452554744526,2.0149030205422647,0.011030490988370063
https://journals.asm.org/doi/10.1128/aac.00018-22,inhibitor,5,548,0.009124087591240875,1.2039728043259361,0.010985153324141753
https://journals.asm.org/doi/10.1128/aac.00018-22,tuberculosis,4,548,0.0072992700729927005,1.455287232606842,0.010622534544575488
https://journals.asm.org/doi/10.1128/aac.00018-22,synthesis,6,548,0.010948905109489052,0.9162907318741551,0.0100323802759944
https://journals.asm.org/doi/10.1128/aac.00018-22,depleted,2,548,0.0036496350364963502,2.70805020110221,0.009883394894533612
https://journals.asm.org/doi/10.1128/aac.00018-22,loop,3,548,0.005474452554744526,1.791759469228055,0.00980890220380322
https://journals.asm.org/doi/10.1128/aac.00018-22,potency,3,548,0.005474452554744526,1.791759469228055,0.00980890220380322
https://journals.asm.org/doi/10.1128/aac.00018-22,middlebrook,2,548,0.0036496350364963502,2.302585092994046,0.008403595229905277
https://journals.asm.org/doi/10.1128/aac.00018-22,peripheral,2,548,0.0036496350364963502,2.302585092994046,0.008403595229905277
https://journals.asm.org/doi/10.1128/aac.00018-22,growth,9,548,0.016423357664233577,0.5108256237659907,0.008389471923164082
https://journals.asm.org/doi/10.1128/aac.00018-22,inhibit,3,548,0.005474452554744526,1.455287232606842,0.007966900908431617
https://journals.asm.org/doi/10.1128/aac.00018-22,mycobacterium,3,548,0.005474452554744526,1.455287232606842,0.007966900908431617
https://journals.asm.org/doi/10.1128/aac.00018-22,electron,2,548,0.0036496350364963502,2.0149030205422647,0.007353660658913374
https://journals.asm.org/doi/10.1128/aac.00018-22,mycobacteria,2,548,0.0036496350364963502,2.0149030205422647,0.007353660658913374
https://journals.asm.org/doi/10.1128/aac.00018-22,wall,2,548,0.0036496350364963502,2.0149030205422647,0.007353660658913374
https://journals.asm.org/doi/10.1128/aac.00018-22,killing,3,548,0.005474452554744526,1.3217558399823195,0.0072358896349397055
https://journals.asm.org/doi/10.1128/aac.00018-22,susceptibility,3,548,0.005474452554744526,1.2039728043259361,0.006591091994485052
https://journals.asm.org/doi/10.1128/aac.00018-22,driven,2,548,0.0036496350364963502,1.791759469228055,0.006539268135868814
https://journals.asm.org/doi/10.1128/aac.00018-22,efflux,2,548,0.0036496350364963502,1.791759469228055,0.006539268135868814
https://journals.asm.org/doi/10.1128/aac.00018-22,force,2,548,0.0036496350364963502,1.791759469228055,0.006539268135868814
