paper,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...10,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...41
https://journals.asm.org/doi/10.1128/aac.48.9.3579-3582.2004,No,Yes,No links,NA,"sequence, sequencing, nucleotide",acollens@umich.edu,NA,Data Available,14,10.1128/AAC.48.9.3579-3582.2004,Antimicrobial Agents and Chemotherapy,8/24/04,2/21/22,2004-09,10.1128/aac.48.9.3579-3582.2004,5/13/22,"0066-4804,1098-6596",9,2004-09,235,3579-3582,10.1128,American Society for Microbiology,0.9993226,Crossref,13,13,7,"Infectious Diseases,Pharmacology (medical),Pharmacology",Biochemical Characterization of Laboratory Mutants of Extended-Spectrum β-Lactamase TEM-60,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.48.9.3579-3582.2004,48,"<jats:title>ABSTRACT</jats:title>
          <jats:p>Three mutants of the extended-spectrum β-lactamase TEM-60, the P51L, K104E, and S164R mutants, were constructed by site-directed mutagenesis. The kinetic parameters of the mutated enzymes and interactions of inhibitors were significantly different from those of TEM-60, revealing that the L51P mutation plays an important role in enzyme activity and stability in the TEM-60 background.</jats:p>",en,Antimicrob Agents Chemother,NA,2004,NA
https://journals.asm.org/doi/10.1128/aac.00942-06,Yes,Yes,Public,NA,"sequence, sequencing, nucleotide, GenBank, EMBL, ENA, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,4,10.1128/AAC.00942-06,Antimicrobial Agents and Chemotherapy,1/13/07,2/21/22,2007-03,10.1128/aac.00942-06,1/19/23,"0066-4804,1098-6596",3,2007-03,235,1028-1037,10.1128,American Society for Microbiology,0.9997778,Crossref,54,54,59,"Infectious Diseases,Pharmacology (medical),Pharmacology","Sequencing and Analysis of the Biosynthetic Gene Cluster of the Lipopeptide Antibiotic Friulimicin in
            <i>Actinoplanes friuliensis</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00942-06,51,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Actinoplanes friuliensis</jats:italic>
            produces the lipopeptide antibiotic friulimicin, which is a cyclic peptide with one exocyclic amino acid linked to a branched-chain fatty acid acyl residue. The structural relationship to daptomycin and the excellent antibacterial performance of friulimicin make the antibiotic an attractive drug candidate. The complete friulimicin biosynthetic gene cluster of 24 open reading frames from
            <jats:italic>A. friuliensis</jats:italic>
            was sequenced and analyzed. In addition to genes for regulation, self-resistance, and transport, the cluster contains genes encoding peptide synthetases, proteins involved in the synthesis and linkage of the fatty acid component of the antibiotic, and proteins involved in the synthesis of the nonproteinogenic amino acids pipecolinic acid, methylaspartic acid, and 2,3-diaminobutyric acid. By using heterologous gene expression in
            <jats:italic>Escherichia coli</jats:italic>
            , we provide biochemical evidence for the stereoselective synthesis of
            <jats:sc>l</jats:sc>
            -pipecolinic acid by the deduced protein of the lysine cyclodeaminase gene
            <jats:italic>pip</jats:italic>
            . Furthermore, we show the involvement of the
            <jats:italic>dabA</jats:italic>
            and
            <jats:italic>dabB</jats:italic>
            genes in the biosynthesis of 2,3-diaminobutyric acid by gene inactivation and subsequent feeding experiments.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2007,NA
https://journals.asm.org/doi/10.1128/aac.00277-21,Yes,Yes,Public,NA,"EMBL, ENA, ""accession number"", ""accession no."", BioProject, raw sequencing reads",acollens@umich.edu,NA,Data Available,7,10.1128/AAC.00277-21,Antimicrobial Agents and Chemotherapy,6/13/21,2/21/22,7/16/21,10.1128/aac.00277-21,7/4/22,"0066-4804,1098-6596",8,7/16/21,235,NA,10.1128,American Society for Microbiology,0.9997289,Crossref,17,17,1,"Infectious Diseases,Pharmacology (medical),Pharmacology","Diversity of Sequence Types and Impact of Fitness Cost among Carbapenem-Resistant Acinetobacter baumannii Isolates from Tripoli, Libya",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00277-21,65,"<jats:p>
            We investigated the molecular epidemiology of 21 carbapenem-resistant
            <jats:named-content content-type=""genus-species"">Acinetobacter baumannii</jats:named-content>
            isolates from Libya and assessed their relative fitness. Core genome multilocus sequence typing (MLST) revealed five interhospital transmission clusters.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2021,NA
https://journals.asm.org/doi/10.1128/aac.48.9.3576-3578.2004,Yes,Yes,NA,NA,"GenBank, ""accession number"", ""accession no."", ABI PRISM 310 genetic analyzer",acollens@umich.edu,NA,Data Available,11,10.1128/AAC.48.9.3576-3578.2004,Antimicrobial Agents and Chemotherapy,8/24/04,2/21/22,2004-09,10.1128/aac.48.9.3576-3578.2004,6/10/22,"0066-4804,1098-6596",9,2004-09,235,3576-3578,10.1128,American Society for Microbiology,0.9994237,Crossref,22,22,43,"Infectious Diseases,Pharmacology (medical),Pharmacology","Isolation of an Integron-Borne
            <i>bla</i>
            <sub>VIM-4</sub>
            Type Metallo-β-Lactamase Gene from a Carbapenem-Resistant
            <i>Pseudomonas aeruginosa</i>
            Clinical Isolate in Hungary",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.48.9.3576-3578.2004,48,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The first integron-borne metallo-β-lactamase gene was isolated in Hungary. The
            <jats:italic>bla</jats:italic>
            <jats:sub>VIM-4</jats:sub>
            gene is located on a class 1 integron that also carries a novel
            <jats:italic>bla</jats:italic>
            <jats:sub>OXA</jats:sub>
            -like gene. The integron is harbored by a serotype O12
            <jats:italic>Pseudomonas aeruginosa</jats:italic>
            strain and shows high structural similarity to integrons isolated in Greece and Poland.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2004,NA
https://journals.asm.org/doi/10.1128/aac.01452-15,Yes,Yes,Public,NA,"GenBank, ""accession number"", ""accession no."", INSDC database",acollens@umich.edu,NA,Data Available,52,10.1128/AAC.01452-15,Antimicrobial Agents and Chemotherapy,7/28/15,2/21/22,2015-10,10.1128/aac.01452-15,1/20/23,"0066-4804,1098-6596",10,2015-10,235,6620-6624,10.1128,American Society for Microbiology,0.9965977,Crossref,33,33,19,"Infectious Diseases,Pharmacology (medical),Pharmacology","Characterization of a Novel Putative Xer-Dependent Integrative Mobile Element Carrying the
            <i>bla</i>
            <sub>NMC-A</sub>
            Carbapenemase Gene, Inserted into the Chromosome of Members of the Enterobacter cloacae Complex",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.01452-15,59,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            An
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Enterobacter ludwigii</jats:named-content>
            strain was isolated during routine screening of a Japanese patient for carriage of carbapenem-resistant
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Enterobacteriaceae</jats:named-content>
            . PCR analysis revealed the
            <jats:italic>bla</jats:italic>
            <jats:sub>NMC-A</jats:sub>
            carbapenemase gene. Whole-genome sequencing revealed that
            <jats:italic>bla</jats:italic>
            <jats:sub>NMC-A</jats:sub>
            was inserted in the chromosome and associated with a novel 29.1-kb putative Xer-dependent integrative mobile element, named EludIMEX-1. Bioinformatic analysis identified similar elements in the genomes of an
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Enterobacter asburiae</jats:named-content>
            strain and of other
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Enterobacter cloacae</jats:named-content>
            complex strains, confirming the mobile nature of this element.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2015,NA
https://journals.asm.org/doi/10.1128/aac.00590-19,No,Yes,NA,NA,NA,jocolova@med.umich.edu,Secondary analysis paper without accession numbers. Link to GitHub for analysis code,Data Available,38,10.1128/AAC.00590-19,Antimicrobial Agents and Chemotherapy,7/11/19,2/21/22,2019-09,10.1128/aac.00590-19,12/17/22,"0066-4804,1098-6596",9,2019-09,235,NA,10.1128,American Society for Microbiology,0.9975215,Crossref,42,42,13,"Infectious Diseases,Pharmacology (medical),Pharmacology","Improving Methods for Analyzing Antimalarial Drug Efficacy Trials: Molecular Correction Based on Length-Polymorphic Markers
            <i>msp-1</i>
            ,
            <i>msp-2</i>
            , and
            <i>glurp</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00590-19,63,"<jats:p>Drug efficacy trials monitor the continued efficacy of front-line drugs against falciparum malaria. Overestimating efficacy results in a country retaining a failing drug as first-line treatment with associated increases in morbidity and mortality, while underestimating drug effectiveness leads to removal of an effective treatment with substantial practical and economic implications.</jats:p>",en,Antimicrob Agents Chemother,NA,2019,NA
https://journals.asm.org/doi/10.1128/aac.45.5.1550-1552.2001,No,Yes,NA,NA,NA,jocolova@med.umich.edu,mutant confirm,Data Available,96,10.1128/AAC.45.5.1550-1552.2001,Antimicrobial Agents and Chemotherapy,7/27/02,2/21/22,2001-05,10.1128/aac.45.5.1550-1552.2001,2/14/23,"0066-4804,1098-6596",5,2001-05,235,1550-1552,10.1128,American Society for Microbiology,0.99382484,Crossref,21,21,91,"Infectious Diseases,Pharmacology (medical),Pharmacology","Absence of Mutations in
            <i>marRAB</i>
            or
            <i>soxRS</i>
            in
            <i>acrB</i>
            -Overexpressing Fluoroquinolone-Resistant Clinical and Veterinary Isolates of
            <i>Escherichia coli</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.45.5.1550-1552.2001,45,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The amount of
            <jats:italic>acrB, marA</jats:italic>
            , and
            <jats:italic>soxS</jats:italic>
            mRNA was determined in 36 fluoroquinolone-resistant
            <jats:italic>E. coli</jats:italic>
            from humans and animals, 27 of which displayed a multiple-resistance phenotype.
            <jats:italic>acrB</jats:italic>
            mRNA was elevated in 11 of 36 strains. A mutation at codon 45 (Arg→Cys) in
            <jats:italic>acrR</jats:italic>
            was found in 6 of these 11 strains. Ten of the 36 isolates appeared to overexpress
            <jats:italic>soxS</jats:italic>
            , and five appeared to overexpress
            <jats:italic>marA</jats:italic>
            . A number of mutations were found in the
            <jats:italic>marR</jats:italic>
            and
            <jats:italic>soxR</jats:italic>
            repressor genes, correlating with greater amounts of
            <jats:italic>marA</jats:italic>
            and
            <jats:italic>soxS</jats:italic>
            mRNA, respectively.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2001,NA
https://journals.asm.org/doi/10.1128/aac.49.8.3541-3543.2005,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,43,10.1128/AAC.49.8.3541-3543.2005,Antimicrobial Agents and Chemotherapy,7/27/05,2/21/22,2005-08,10.1128/aac.49.8.3541-3543.2005,11/10/22,"0066-4804,1098-6596",8,2005-08,235,3541-3543,10.1128,American Society for Microbiology,0.99714977,Crossref,21,21,69,"Infectious Diseases,Pharmacology (medical),Pharmacology","IS
            <i>26</i>
            -Associated In4-Type Integrons Forming Multiresistance Loci in Enterobacterial Plasmids",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.49.8.3541-3543.2005,49,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Three distinct multiresistant loci from enterobacterial plasmids each comprised an integron and an IS
            <jats:italic>26</jats:italic>
            -associated sequence. Sequence comparison suggested a common ancestral structure that derived from an IS
            <jats:italic>26</jats:italic>
            insertion into the 5′ conserved segment of an In4-type integron and evolved through acquisition of gene cassettes and IS
            <jats:italic>26</jats:italic>
            -mediated recruitment of additional resistance genes of diverse origin.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2005,NA
https://journals.asm.org/doi/10.1128/aem.02556-12,No,Yes,No links,NA,"sequence, sequencing, nucleotide, GenBank, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,105,10.1128/AEM.02556-12,Applied and Environmental Microbiology,11/11/12,2/23/22,1/15/13,10.1128/aem.02556-12,1/4/23,"0099-2240,1098-5336",2,1/15/13,235,610-618,10.1128,American Society for Microbiology,0.9996159,Crossref,29,29,33,"Ecology,Applied Microbiology and Biotechnology,Food Science,Biotechnology",Heterologous Carotenoid-Biosynthetic Enzymes: Functional Complementation and Effects on Carotenoid Profiles in Escherichia coli,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aem.02556-12,79,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            A limited number of carotenoid pathway genes from microbial sources have been studied for analyzing the pathway complementation in the heterologous host
            <jats:named-content content-type=""genus-species"">Escherichia coli</jats:named-content>
            . In order to systematically investigate the functionality of carotenoid pathway enzymes in
            <jats:named-content content-type=""genus-species"">E. coli</jats:named-content>
            , the pathway genes of carotenogenic microorganisms (
            <jats:named-content content-type=""genus-species"">Brevibacterium linens</jats:named-content>
            ,
            <jats:named-content content-type=""genus-species"">Corynebacterium glutamicum</jats:named-content>
            ,
            <jats:named-content content-type=""genus-species"">Rhodobacter sphaeroides</jats:named-content>
            ,
            <jats:named-content content-type=""genus-species"">Rhodobacter capsulatus</jats:named-content>
            ,
            <jats:named-content content-type=""genus-species"">Rhodopirellula baltica</jats:named-content>
            , and
            <jats:named-content content-type=""genus-species"">Pantoea ananatis</jats:named-content>
            ) were modified to form synthetic expression modules and then were complemented with
            <jats:named-content content-type=""genus-species"">Pantoea agglomerans</jats:named-content>
            pathway enzymes (CrtE, CrtB, CrtI, CrtY, and CrtZ). The carotenogenic pathway enzymes in the synthetic modules showed unusual activities when complemented with
            <jats:named-content content-type=""genus-species"">E. coli</jats:named-content>
            . For example, the expression of heterologous CrtEs of
            <jats:named-content content-type=""genus-species"">B. linens</jats:named-content>
            ,
            <jats:named-content content-type=""genus-species"">C. glutamicum</jats:named-content>
            , and
            <jats:named-content content-type=""genus-species"">R. baltica</jats:named-content>
            influenced
            <jats:named-content content-type=""genus-species"">P. agglomerans</jats:named-content>
            CrtI to convert its substrate phytoene into a rare product—3,4,3′,4′-tetradehydrolycopene—along with lycopene, which was an expected product, indicating that CrtE, the first enzyme in the carotenoid biosynthesis pathway, can influence carotenoid profiles. In addition, CrtIs of
            <jats:named-content content-type=""genus-species"">R. sphaeroides</jats:named-content>
            and
            <jats:named-content content-type=""genus-species"">R. capsulatus</jats:named-content>
            converted phytoene into an unusual lycopene as well as into neurosporene. Thus, this study shows that the functional complementation of pathway enzymes from different sources is a useful methodology for diversifying biosynthesis as nature does.
          </jats:p>",en,Appl Environ Microbiol,NA,2013,NA
https://journals.asm.org/doi/10.1128/aem.68.4.1955-1961.2002,Yes,Yes,NA,NA,"sequence, sequencing, GenBank, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,165,10.1128/AEM.68.4.1955-1961.2002,Applied and Environmental Microbiology,7/27/02,2/23/22,2002-04,10.1128/aem.68.4.1955-1961.2002,2/15/23,"0099-2240,1098-5336",4,2002-04,235,1955-1961,10.1128,American Society for Microbiology,0.99634874,Crossref,29,29,99,"Ecology,Applied Microbiology and Biotechnology,Food Science,Biotechnology",Yeast Species Associated with Orange Juice: Evaluation of Different Identification Methods,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aem.68.4.1955-1961.2002,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Five different methods were used to identify yeast isolates from a variety of citrus juice sources. A total of 99 strains, including reference strains, were identified using a partial sequence of the 26S rRNA gene, restriction pattern analysis of the internal transcribed spacer region (5.8S-ITS), classical methodology, the RapID Yeast Plus system, and API 20C AUX. Twenty-three different species were identified representing 11 different genera. Distribution of the species was considerably different depending on the type of sample. Fourteen different species were identified from pasteurized single-strength orange juice that had been contaminated after pasteurization (PSOJ), while only six species were isolated from fresh-squeezed, unpasteurized orange juice (FSOJ). Among PSOJ isolates,
            <jats:italic>Candida intermedia</jats:italic>
            and
            <jats:italic>Candida parapsilosis</jats:italic>
            were the predominant species.
            <jats:italic>Hanseniaspora occidentalis</jats:italic>
            and
            <jats:italic>Hanseniaspora uvarum</jats:italic>
            represented up to 73% of total FSOJ isolates. Partial sequence of the 26S rRNA gene yielded the best results in terms of correct identification, followed by classical techniques and 5.8S-ITS analysis. The commercial identification kits RapID Yeast Plus system and API 20C AUX were able to correctly identify only 35 and 13% of the isolates, respectively. Six new 5.8S-ITS profiles were described, corresponding to
            <jats:italic>Clavispora lusitaniae</jats:italic>
            ,
            <jats:italic>Geotrichum citri-aurantii</jats:italic>
            ,
            <jats:italic>H. occidentalis</jats:italic>
            ,
            <jats:italic>H. vineae</jats:italic>
            ,
            <jats:italic>Pichia fermentans</jats:italic>
            , and
            <jats:italic>Saccharomycopsis crataegensis</jats:italic>
            . With the addition of these new profiles to the existing database, the use of 5.8S-ITS sequence became the best tool for rapid and accurate identification of yeast isolates from orange juice.
          </jats:p>",en,Appl Environ Microbiol,NA,2002,NA
