paper,new_seq_data,data_availability,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,file,da,nsd,predicted,notes,assertion,author,link,license,reference,update_to,subtitle,funder,doi_no_underscore
https://journals.asm.org/doi/10.1128/aac.47.7.2125-2130.2003,No,No,10.1128/AAC.47.7.2125-2130.2003,Antimicrobial Agents and Chemotherapy,6/23/03,2/21/22,2003-07,10.1128/aac.47.7.2125-2130.2003,4/3/22,"0066-4804,1098-6596",7,2003-07,235,2125-2130,10.1128,American Society for Microbiology,0.9999427,Crossref,40,40,3,"Infectious Diseases,Pharmacology (medical),Pharmacology",Persistent Bacteremia in Rabbit Fetuses despite Maternal Antibiotic Therapy in a Novel Intrauterine-Infection Model,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.47.7.2125-2130.2003,47,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The effect of optimized maternal therapy by bactericidal agents was evaluated in a reproducible rabbit model of
            <jats:italic>Escherichia coli</jats:italic>
            maternofetal infection simulating human pharmacokinetics. Intravenous antibiotic therapy was begun in the pregnant rabbit 12 h after bacterial intrauterine inoculation, using a computer-controlled pump to simulate human pharmacokinetics of ceftriaxone (1 g/day) associated or not with gentamicin (3 mg/kg of body weight/day). Data were compared for fetal survival, quantitative blood cultures, fetal histology in treated versus untreated groups, and maternal and fetal antibiotic concentrations in plasma in treated animals. Antibiotic therapy led to dramatic improvement in maternal outcome (100% survival versus 100% death in the untreated group in association with maternal septicemia). Fetal survival also improved, with the two-drug combination providing a more potent effect. After 3 days of treatment, 32% of fetuses survived with one-drug therapy and 62% with two-drug therapy (Yates corrected χ
            <jats:sup>2</jats:sup>
            ,
            <jats:italic>P</jats:italic>
            &lt; 0.05). In untreated animals, bacterial counts in blood cultures increased rapidly during the first 24 h up to 8.1 ± 0.5 log CFU/ml, but remained relatively constant at all times with antibiotic treatment: 4.5 ± 0.7 log CFU/ml at the start of treatment and 6.2 ± 0.4 and 5.2 ± 0.9 log CFU/ml after 72 h for one- and two-drug therapy, respectively (data are means ± standard deviations). The failure of animals to be cured after 3 days of treatment was not due to an inadequate concentration of ceftriaxone, as the residual level in fetal serum at sacrifice was more than 1,000 times the MIC of the microbe. Unexpectedly, inflammation in fetal lung decreased in the treated group after as little as 24 h of antibiotic therapy, despite persistent bacteremia. Although maternal outcome improved and drug concentrations were above the MIC, the treatment did not achieve sterilization of fetuses in utero for this rabbit
            <jats:italic>E. coli</jats:italic>
            maternofetal infection. However, fetal survival showed some improvement, and the histologic features of lung inflammation were reduced.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.00517-12,No,No,10.1128/AAC.00517-12,Antimicrobial Agents and Chemotherapy,12/22/12,2/21/22,2013-03,10.1128/aac.00517-12,6/30/22,"0066-4804,1098-6596",3,2013-03,235,1231-1237,10.1128,American Society for Microbiology,0.9998369,Crossref,53,53,36,"Infectious Diseases,Pharmacology (medical),Pharmacology","Antimicrobial Susceptibility and Resistance Patterns among Helicobacter pylori Strains from The Gambia, West Africa",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00517-12,57,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Helicobacter pylori</jats:named-content>
            is a globally important and genetically diverse gastric pathogen that infects most people in developing countries. Eradication efforts are complicated by antibiotic resistance, which varies in frequency geographically. There are very few data on resistance in African strains. Sixty-four Gambian
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">H. pylori</jats:named-content>
            strains were tested for antibiotic susceptibility. The role of
            <jats:italic>rdxA</jats:italic>
            in metronidazole (Mtz) susceptibility was tested by DNA transformation and sequencing; RdxA protein variants were interpreted in terms of RdxA structure. Forty-four strains (69%) were resistant to at least 8 μg of Mtz/ml. All six strains from infants, but only 24% of strains from adults, were sensitive (
            <jats:italic>P</jats:italic>
            = 0.0031). Representative Mtz-resistant (Mtz
            <jats:sup>r</jats:sup>
            ) strains were rendered Mtz susceptible (Mtz
            <jats:sup>s</jats:sup>
            ) by transformation with a functional
            <jats:italic>rdxA</jats:italic>
            gene; conversely, Mtz
            <jats:sup>s</jats:sup>
            strains were rendered Mtz
            <jats:sup>r</jats:sup>
            by
            <jats:italic>rdxA</jats:italic>
            inactivation. Many mutations were found by Gambian
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">H. pylori</jats:named-content>
            <jats:italic>rdxA</jats:italic>
            sequencing; mutations that probably inactivated
            <jats:italic>rdxA</jats:italic>
            in Mtz
            <jats:sup>r</jats:sup>
            strains were identified and explained using RdxA protein's structure. All of the strains were sensitive to clarithromycin and erythromycin. Amoxicillin and tetracycline resistance was rare. Sequence analysis indicated that most tetracycline resistance, when found, was not due to 16S rRNA gene mutations. These data suggest caution in the use of Mtz-based therapies in The Gambia. The increasing use of macrolides against respiratory infections in The Gambia calls for continued antibiotic susceptibility monitoring. The rich variety of
            <jats:italic>rdxA</jats:italic>
            mutations that we found will be useful in further structure-function studies of RdxA, the enzyme responsible for Mtz susceptibility in this important pathogen.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.00813-10,No,No,10.1128/AAC.00813-10,Antimicrobial Agents and Chemotherapy,10/12/10,2/21/22,2011-01,10.1128/aac.00813-10,4/5/22,"0066-4804,1098-6596",1,2011-01,235,433-435,10.1128,American Society for Microbiology,0.99981457,Crossref,21,21,9,"Infectious Diseases,Pharmacology (medical),Pharmacology",High Levels and Safety of Oseltamivir Carboxylate Plasma Concentrations after Nasogastric Administration in Critically Ill Children in a Pediatric Intensive Care Unit,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00813-10,55,"<jats:title>ABSTRACT</jats:title>
          <jats:p>During the 2009 H1N1 influenza pandemics, the concentrations of oseltamivir (O) and its active metabolite (oseltamivir carboxylate [OC]) were determined in 11 children (1 month to 16 years of age) admitted to intensive care units for presumed severe H1N1 infection. They received oseltamivir phosphate (OP) nasogastrically at doses between 1.5 and 6.8 mg/kg of body weight. High OC concentrations were found, with a mean level of 678 ± 535 μg/liter. The mean OP concentration was 27 ± 52 μg/liter. No marked side effect was reported.</jats:p>",en,Antimicrob Agents Chemother,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.01115-10,No,No,10.1128/AAC.01115-10,Antimicrobial Agents and Chemotherapy,6/14/11,2/21/22,2011-09,10.1128/aac.01115-10,1/6/23,"0066-4804,1098-6596",9,2011-09,235,3994-3999,10.1128,American Society for Microbiology,0.9997607,Crossref,26,26,22,"Infectious Diseases,Pharmacology (medical),Pharmacology",Pharmacokinetic and Pharmacodynamic Characteristics of a New Pediatric Formulation of Artemether-Lumefantrine in African Children with Uncomplicated Plasmodium falciparum Malaria,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.01115-10,55,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The pharmacokinetic and pharmacodynamic properties of a new pediatric formulation of artemether-lumefantrine, dispersible tablet, were determined within the context of a multicenter, randomized, parallel-group study. In an exploratory approach, we compared a new pediatric formulation with the tablet formulation administered crushed in the treatment of African children with uncomplicated
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Plasmodium falciparum</jats:named-content>
            malaria. Patients were randomized to 3 different dosing groups (weights of 5 to &lt;15 kg, 15 and &lt;25 kg, and 25 to &lt;35 kg). Treatment was administered twice daily over 3 days. Plasma concentrations of artemether and its active metabolite, dihydroartemisinin (DHA), were determined at 1 and 2 h after the first dose of dispersible (
            <jats:italic>n</jats:italic>
            = 91) and crushed (
            <jats:italic>n</jats:italic>
            = 93) tablets. A full pharmacokinetic profile of lumefantrine was reconstituted on the basis of 310 (dispersible tablet) and 315 (crushed tablet) plasma samples, collected at 6 different time points (1 sample per patient). Dispersible and crushed tablets showed similar artemether and DHA maximum concentrations in plasma (
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            ) for the different body weight groups, with overall means of 175 ± 168 and 190 ± 168 ng/ml, respectively, for artemether and 64.7 ± 58.1 and 63.7 ± 65.0 ng/ml, respectively, for DHA. For lumefantrine, the population
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            were 6.3 μg/ml (dispersible tablet) and 7.7 μg/ml (crushed tablet), whereas the areas under the concentration-time curves from time zero to the time of the last quantifiable plasma concentration measured were 574 and 636 μg · h/ml, respectively. For both formulations, descriptive quintile analyses showed no apparent association between artemether/DHA
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            and parasite clearance time or between the lumefantrine
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            and the occurrence of adverse events or corrected QT interval changes. The results suggest that the dispersible tablet provides adequate systemic exposure to artemether, DHA, and lumefantrine in African children with uncomplicated
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">P. falciparum</jats:named-content>
            malaria.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.01435-06,No,No,10.1128/AAC.01435-06,Antimicrobial Agents and Chemotherapy,2/6/07,2/21/22,2007-05,10.1128/aac.01435-06,2/9/23,"0066-4804,1098-6596",5,2007-05,235,1649-1655,10.1128,American Society for Microbiology,0.99974537,Crossref,23,23,135,"Infectious Diseases,Pharmacology (medical),Pharmacology","National Survey on the Susceptibility of
            <i>Bacteroides fragilis</i>
            Group: Report and Analysis of Trends in the United States from 1997 to 2004",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.01435-06,51,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The susceptibility trends for the species of the
            <jats:italic>Bacteroides fragilis</jats:italic>
            group against various antibiotics from 1997 to 2004 were determined by using data for 5,225 isolates referred by 10 medical centers. The antibiotic test panel included ertapenem, imipenem, meropenem, ampicillin-sulbactam, piperacillin-tazobactam, cefoxitin, clindamycin, moxifloxacin, tigecycline, chloramphenicol, and metronidazole. From 1997 to 2004 there were decreases in the geometric mean (GM) MICs of imipenem, meropenem, piperacillin-tazobactam, and cefoxitin for many of the species within the group.
            <jats:italic>B. distasonis</jats:italic>
            showed the highest rates of resistance to most of the β-lactams.
            <jats:italic>B. fragilis</jats:italic>
            ,
            <jats:italic>B. ovatus</jats:italic>
            , and
            <jats:italic>B. thetaiotaomicron</jats:italic>
            showed significantly higher GM MICs and rates of resistance to clindamycin over time. The rate of resistance to moxifloxacin of
            <jats:italic>B. vulgatus</jats:italic>
            was very high (MIC range for the 8-year study period, 38% to 66%).
            <jats:italic>B. fragilis</jats:italic>
            ,
            <jats:italic>B. ovatus</jats:italic>
            , and
            <jats:italic>B. distasonis</jats:italic>
            and other
            <jats:italic>Bacteroides</jats:italic>
            spp. exhibited significant increases in the rates of resistance to moxifloxacin over the 8 years. Resistance rates and GM MICs for tigecycline were low and stable during the 5-year period over which this agent was studied. All isolates were susceptible to chloramphenicol (MICs &lt; 16 μg/ml). In 2002, one isolate resistant to metronidazole (MIC = 64 μg/ml) was noted. These data indicate changes in susceptibility over time; surprisingly, some antimicrobial agents are more active now than they were 5 years ago.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.masthead.57-2,No,No,10.1128/AAC.masthead.57-2,Antimicrobial Agents and Chemotherapy,5/2/13,2/21/22,2013-02,10.1128/aac.masthead.57-2,3/31/22,"0066-4804,1098-6596",2,2013-02,235,NA,10.1128,American Society for Microbiology,0.99956787,Crossref,0,0,0,"Infectious Diseases,Pharmacology (medical),Pharmacology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.masthead.57-2,57,NA,en,Antimicrob Agents Chemother,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.46.6.1746-1754.2002,No,No,10.1128/AAC.46.6.1746-1754.2002,Antimicrobial Agents and Chemotherapy,7/27/02,2/21/22,2002-06,10.1128/aac.46.6.1746-1754.2002,11/18/22,"0066-4804,1098-6596",6,2002-06,235,1746-1754,10.1128,American Society for Microbiology,0.9994797,Crossref,19,19,120,"Infectious Diseases,Pharmacology (medical),Pharmacology",Randomized Controlled Trial of Sequential Intravenous (i.v.) and Oral Moxifloxacin Compared with Sequential i.v. and Oral Co-Amoxiclav with or without Clarithromycin in Patients with Community-Acquired Pneumonia Requiring Initial Parenteral Treatment,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.46.6.1746-1754.2002,46,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The objective of the present trial was to compare the efficacy, safety, and tolerability of moxifloxacin (400 mg) given intravenously (i.v.) once daily followed by oral moxifloxacin (400 mg) for 7 to 14 days with the efficacy, safety, and tolerability of co-amoxiclav (1.2 g) administered by i.v. infusion three times a day followed by oral co-amoxiclav (625 mg) three times a day, with or without clarithromycin (500 mg) twice daily (i.v. or orally), for 7 to 14 days in adult patients with community-acquired pneumonia requiring initial parenteral therapy. A total of 628 patients were enrolled and assessed by evaluation of their clinical and bacteriological responses 5 to 7 days and 21 to 28 days after administration of the last dose of study medication. Although the trial was designed, on the basis of predefined outcomes, to demonstrate the equivalence of the two regimens, the results showed statistically significant higher clinical success rates (for moxifloxacin, 93.4%, and for comparator regimen, 85.4%; difference [Δ], 8.05%; 95% confidence interval [CI], 2.91 to 13.19%;
            <jats:italic>P</jats:italic>
            = 0.004) and bacteriological success rates (for moxifloxacin, 93.7%, and for comparator regimen, 81.7%; Δ, 12.06%; 95% CI, 1.21 to 22.91%) for patients treated with moxifloxacin. This superiority was seen irrespective of the severity of the pneumonia and whether or not the combination therapy included a macrolide. The time to resolution of fever was also statistically significantly faster for patients who received moxifloxacin (median time, 2 versus 3 days), and the duration of hospital admission was approximately 1 day less for patients who received moxifloxacin. The treatment was converted to oral therapy immediately after the initial mandatory 3-day period of i.v. administration for a larger proportion of patients in the moxifloxacin group than patients in the comparator group (151 [50.2%] versus 57 [17.8%] patients). There were fewer deaths (9 [3.0%] versus 17 [5.3%]) and fewer serious adverse events (38 [12.6%] versus 53 [16.5%]) in the moxifloxacin group than in the comparator group. The rates of drug-related adverse events were comparable in both groups (38.9% in each treatment group). The overall incidence of laboratory abnormalities was similar in both groups. Thus, it is concluded that monotherapy with moxifloxacin is superior to that with a standard combination regimen of a β-lactam and a β-lactamase inhibitor, co-amoxiclav, with or without a macrolide, clarithromycin, in the treatment of patients with community-acquired pneumonia admitted to a hospital.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.45.6.1941-1941.2001,No,No,10.1128/AAC.45.6.1941-1941.2001,Antimicrobial Agents and Chemotherapy,4/3/20,2/21/22,2001-06,10.1128/aac.45.6.1941-1941.2001,4/3/22,"0066-4804,1098-6596",6,2001-06,235,1941-1941,10.1128,American Society for Microbiology,0.9994276,Crossref,0,0,1,"Infectious Diseases,Pharmacology (medical),Pharmacology","Activities of the Combination of Quinupristin-Dalfopristin with Rifampin In Vitro and in Experimental Endocarditis Due to
            <i>Staphylococcus aureus</i>
            Strains with Various Phenotypes of Resistance to Macrolide-Lincosamide-Streptogramin Antibiotics",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.45.6.1941-1941.2001,45,NA,en,Antimicrob Agents Chemother,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.00169-21,No,No,10.1128/AAC.00169-21,Antimicrobial Agents and Chemotherapy,4/19/21,2/21/22,6/17/21,10.1128/aac.00169-21,10/27/22,"0066-4804,1098-6596",7,6/17/21,235,NA,10.1128,American Society for Microbiology,0.9993976,Crossref,26,26,2,"Infectious Diseases,Pharmacology (medical),Pharmacology",Human Tissue Distribution of Anidulafungin and Micafungin,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00169-21,65,"<jats:p>Concentrations of anidulafungin and micafungin were determined in eight different tissues obtained during autopsy of four deceased individuals who had been treated with anidulafungin and of seven who had received micafungin. The largest amounts were recovered from liver, with anidulafungin concentrations of 11.01 to 66.50 μg/g and micafungin levels of 0.36 to 5.53 μg/g (0.65 μg/g 30 days after the last administration).</jats:p>",en,Antimicrob Agents Chemother,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/aac.01549-08,No,No,10.1128/AAC.01549-08,Antimicrobial Agents and Chemotherapy,2/3/09,2/21/22,2009-04,10.1128/aac.01549-08,1/31/23,"0066-4804,1098-6596",4,2009-04,235,1698-1700,10.1128,American Society for Microbiology,0.99936956,Crossref,22,22,21,"Infectious Diseases,Pharmacology (medical),Pharmacology",Efficacy of Piperacillin Combined with the Penem β-Lactamase Inhibitor BLI-489 in Murine Models of Systemic Infection,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.01549-08,53,"<jats:title>ABSTRACT</jats:title>
          <jats:p>The in vivo efficacy of piperacillin in combination with the penem inhibitor BLI-489 was determined using acute lethal systemic infections in mice. On the basis of preliminary results with various ratios, a dosing ratio of 8:1 was found to be optimal for retention of enhanced efficacy. Piperacillin-BLI-489 dosed at an 8:1 ratio was efficacious against murine infections caused by class A (including extended-spectrum β-lactamases), class C (AmpC), and class D β-lactamase-expressing pathogens.</jats:p>",en,Antimicrob Agents Chemother,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
