paper,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,title,type,url,volume,language,author,alternative.id,update.policy,abstract,short.container.title,assertion,link,license,reference,update_to,funder,published.online,unique_id,html_filename
https://journals.asm.org/doi/10.1128/154288100x14285805552330,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2000-05-01,10.1128/154288100x14285805552330,2022-03-29,"1935-7877,1935-7885",1,2000-05-01,235,26-30,10.1128,American Society for Microbiology,0,Crossref,0,0,2,A Genetics Laboratory Module Involving Selection and Identification of Lysine Synthesis Mutants in the Yeast Saccharomyces cerevisiae,journal-article,http://dx.doi.org/10.1128/154288100x14285805552330,1,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288100x14285805552330,Data/html/10.1128_154288100x14285805552330
https://journals.asm.org/doi/10.1128/154288100x14285805455897,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2000-05-01,10.1128/154288100x14285805455897,2022-03-29,"1935-7877,1935-7885",1,2000-05-01,235,1-6,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Transforming a Sequence of Microbiology Courses Using Student Profile Data,journal-article,http://dx.doi.org/10.1128/154288100x14285805455897,1,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288100x14285805455897,Data/html/10.1128_154288100x14285805455897
https://journals.asm.org/doi/10.1128/154288100x14285805487315,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2000-05-01,10.1128/154288100x14285805487315,2022-04-06,"1935-7877,1935-7885",1,2000-05-01,235,14-19,10.1128,American Society for Microbiology,0,Crossref,0,0,1,An Evaluation of Computer-Based Instruction in Microbiology,journal-article,http://dx.doi.org/10.1128/154288100x14285805487315,1,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288100x14285805487315,Data/html/10.1128_154288100x14285805487315
https://journals.asm.org/doi/10.1128/154288100x14285805520001,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2000-05-01,10.1128/154288100x14285805520001,2022-03-29,"1935-7877,1935-7885",1,2000-05-01,235,20-25,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Teaching Emerging Diseases: A Strategy for Succeeding with Nonmajors,journal-article,http://dx.doi.org/10.1128/154288100x14285805520001,1,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288100x14285805520001,Data/html/10.1128_154288100x14285805520001
https://journals.asm.org/doi/10.1128/154288100x14285805587224,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2000-05-01,10.1128/154288100x14285805587224,2022-04-05,"1935-7877,1935-7885",1,2000-05-01,235,7-13,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Using Computer Technology to Foster Learning for Understanding,journal-article,http://dx.doi.org/10.1128/154288100x14285805587224,1,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288100x14285805587224,Data/html/10.1128_154288100x14285805587224
https://journals.asm.org/doi/10.1128/154288101x14285805983179,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2001-05-01,10.1128/154288101x14285805983179,2024-09-04,"1935-7877,1935-7885",1,2001-05-01,235,5-11,10.1128,American Society for Microbiology,0,Crossref,0,0,6,Successful Application of Active Learning Techniques to Introductory Microbiology,journal-article,http://dx.doi.org/10.1128/154288101x14285805983179,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805983179,Data/html/10.1128_154288101x14285805983179
https://journals.asm.org/doi/10.1128/154288101x14285805753462,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2001-05-01,10.1128/154288101x14285805753462,2022-03-29,"1935-7877,1935-7885",1,2001-05-01,235,1-4,10.1128,American Society for Microbiology,0,Crossref,0,0,0,The Implementation of a New Method of Student Assessment in a Pathogenic Bacteriology Laboratory Course,journal-article,http://dx.doi.org/10.1128/154288101x14285805753462,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805753462,Data/html/10.1128_154288101x14285805753462
https://journals.asm.org/doi/10.1128/154288101x14285805896158,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2001-05-01,10.1128/154288101x14285805896158,2022-04-07,"1935-7877,1935-7885",1,2001-05-01,235,25-33,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Problem-Solving Skills Among Precollege Students in Clinical Immunology and Microbiology: Classifying Strategies with a Rubric and Artificial Neural Network Technology,journal-article,http://dx.doi.org/10.1128/154288101x14285805896158,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805896158,Data/html/10.1128_154288101x14285805896158
https://journals.asm.org/doi/10.1128/154288101x14285805939475,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2001-05-01,10.1128/154288101x14285805939475,2024-06-12,"1935-7877,1935-7885",1,2001-05-01,235,34-41,10.1128,American Society for Microbiology,0,Crossref,0,0,10,Using the Theory of Planned Behavior as a Framework for the Evaluation of a Professional Development Workshop,journal-article,http://dx.doi.org/10.1128/154288101x14285805939475,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805939475,Data/html/10.1128_154288101x14285805939475
https://journals.asm.org/doi/10.1128/154288101x14285805784116,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2001-05-01,10.1128/154288101x14285805784116,2022-03-31,"1935-7877,1935-7885",1,2001-05-01,235,12-17,10.1128,American Society for Microbiology,0,Crossref,0,0,1,Expanding a Learner-Centered Environment Using Group Reports and Constructivist Portfolios,journal-article,http://dx.doi.org/10.1128/154288101x14285805784116,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805784116,Data/html/10.1128_154288101x14285805784116
https://journals.asm.org/doi/10.1128/154288101x14285805863424,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2001-05-01,10.1128/154288101x14285805863424,2022-04-01,"1935-7877,1935-7885",1,2001-05-01,235,18-24,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Learning Support Assessment Study of a Computer Simulation for the Development of Microbial Identification Strategies,journal-article,http://dx.doi.org/10.1128/154288101x14285805863424,2,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288101x14285805863424,Data/html/10.1128_154288101x14285805863424
https://journals.asm.org/doi/10.1128/154288102x14285807693547,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2002-05-01,10.1128/154288102x14285807693547,2022-04-04,"1935-7877,1935-7885",1,2002-05-01,235,26-36,10.1128,American Society for Microbiology,0,Crossref,0,0,7,"Learning Microbiology Through Cooperation: Designing Cooperative Learning Activities that Promote Interdependence, Interaction, and Accountability",journal-article,http://dx.doi.org/10.1128/154288102x14285807693547,3,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288102x14285807693547,Data/html/10.1128_154288102x14285807693547
https://journals.asm.org/doi/10.1128/154288102x14285807745044,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2002-05-01,10.1128/154288102x14285807745044,2023-09-03,"1935-7877,1935-7885",1,2002-05-01,235,7-11,10.1128,American Society for Microbiology,0,Crossref,0,0,1,An Activity-Based Format Increased Student Retention in a Community College Microbiology Course,journal-article,http://dx.doi.org/10.1128/154288102x14285807745044,3,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288102x14285807745044,Data/html/10.1128_154288102x14285807745044
https://journals.asm.org/doi/10.1128/154288102x14285807591144,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2002-05-01,10.1128/154288102x14285807591144,2022-04-02,"1935-7877,1935-7885",1,2002-05-01,235,1-6,10.1128,American Society for Microbiology,0,Crossref,0,0,1,Bacteriophage: A Model System for Active Learning,journal-article,http://dx.doi.org/10.1128/154288102x14285807591144,3,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288102x14285807591144,Data/html/10.1128_154288102x14285807591144
https://journals.asm.org/doi/10.1128/154288102x14285807622734,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2002-05-01,10.1128/154288102x14285807622734,2023-09-12,"1935-7877,1935-7885",1,2002-05-01,235,12-17,10.1128,American Society for Microbiology,0,Crossref,0,0,3,"Development of a Microbiology Course for Diverse Majors; Longitudinal Survey of the Use of Various Active, Problem-Based Learning Assignments",journal-article,http://dx.doi.org/10.1128/154288102x14285807622734,3,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288102x14285807622734,Data/html/10.1128_154288102x14285807622734
https://journals.asm.org/doi/10.1128/154288102x14285807655107,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2002-05-01,10.1128/154288102x14285807655107,2024-07-02,"1935-7877,1935-7885",1,2002-05-01,235,18-25,10.1128,American Society for Microbiology,0,Crossref,0,0,11,Bacterial Diversity Studies Using the 16S rRNA Gene Provide a Powerful Research-Based Curriculum for Molecular Biology Laboratory,journal-article,http://dx.doi.org/10.1128/154288102x14285807655107,3,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288102x14285807655107,Data/html/10.1128_154288102x14285807655107
https://journals.asm.org/doi/10.1128/154288103x14285806150341,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2003-05-01,10.1128/154288103x14285806150341,2022-04-05,"1935-7877,1935-7885",1,2003-05-01,235,13-22,10.1128,American Society for Microbiology,0,Crossref,0,0,0,Effectiveness of an Applied Microbiology Course Specifically Designed for Chemical Engineering Majors,journal-article,http://dx.doi.org/10.1128/154288103x14285806150341,4,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288103x14285806150341,Data/html/10.1128_154288103x14285806150341
https://journals.asm.org/doi/10.1128/154288103x14285806197016,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2003-05-01,10.1128/154288103x14285806197016,2023-03-09,"1935-7877,1935-7885",1,2003-05-01,235,23-29,10.1128,American Society for Microbiology,0,Crossref,0,0,1,Promoting Student Involvement with Environmental Laboratory Experiments in a General Microbiology Course,journal-article,http://dx.doi.org/10.1128/154288103x14285806197016,4,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288103x14285806197016,Data/html/10.1128_154288103x14285806197016
https://journals.asm.org/doi/10.1128/154288103x14285806272391,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2003-05-01,10.1128/154288103x14285806272391,2022-03-29,"1935-7877,1935-7885",1,2003-05-01,235,30-38,10.1128,American Society for Microbiology,0,Crossref,0,0,4,Using the Primary Literature in an Allied Health Microbiology Course,journal-article,http://dx.doi.org/10.1128/154288103x14285806272391,4,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288103x14285806272391,Data/html/10.1128_154288103x14285806272391
https://journals.asm.org/doi/10.1128/154288103x14285806229759,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2003-05-01,10.1128/154288103x14285806229759,2024-09-15,"1935-7877,1935-7885",1,2003-05-01,235,3-12,10.1128,American Society for Microbiology,0,Crossref,0,0,80,Team-Based Learning Enhances Long-Term Retention and Critical Thinking in an Undergraduate Microbial Physiology Course,journal-article,http://dx.doi.org/10.1128/154288103x14285806229759,4,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288103x14285806229759,Data/html/10.1128_154288103x14285806229759
